author,title,review,original_title,original_review,stars,iso,version,date,deleted,has_response,product,product_id,product_name,vendor_id,store,weight,id,predicted_langs
Mreeves336,Limited to a fault,Simple features don’t work like the fill feature and you can’t open two excel spreadsheets and multitask on the iPads... which I use as my laptop so it’s pretty much useless.  I can’t even insert worksheets from one workbook into another. Replace all? Doesn’t work. Conditional formatting? Nope! It’s like you don’t even want people to use it. Which is going to drive me to use numbers before it drives me to use windows device. I’m an accountant and I use my iPad for everything.,Limited to a fault,Simple features don’t work like the fill feature and you can’t open two excel spreadsheets and multitask on the iPads... which I use as my laptop so it’s pretty much useless.  I can’t even insert worksheets from one workbook into another. Replace all? Doesn’t work. Conditional formatting? Nope! It’s like you don’t even want people to use it. Which is going to drive me to use numbers before it drives me to use windows device. I’m an accountant and I use my iPad for everything.,1.00,US,2.38,2020-06-30T07:13:53,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382L0cNDz14YXectXYamwjgRCg,en
Hometrafford,Been broke since update 2.38,Been broken since the update 2.38 - email after email after email sent without a response FIX IT!!,Been broke since update 2.38,Been broken since the update 2.38 - email after email after email sent without a response FIX IT!!,1.00,GB,2.38,2020-06-30T05:50:43,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LF5lLH4PH6ZDik60yVYKptQ,en
Юрий Сергеевич,I can not connect Yandex drive,"There is any slag as a source, and there is no Yandex drive in 2020.
This is the bottom.",Не могу подключить Яндекс диск,"В качестве источника есть всякий шлак, и нет Яндекс диска в 2020 году. 
Это днище.",1.00,RU,2.38,2020-06-30T00:48:22,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382Lht8X_lKUqJ4ikiGD93e_TQ,"ru;bg;uk"
Deigh Vead,Auto save is erratic,This app regularly doesn’t save automatically especially if you’ve got a cell highlighted after doing a copy and paste. Didn’t save a whole ton of work and now I have to do it all over again!!!!!,Auto save is erratic,This app regularly doesn’t save automatically especially if you’ve got a cell highlighted after doing a copy and paste. Didn’t save a whole ton of work and now I have to do it all over again!!!!!,1.00,GB,2.38,2020-06-29T14:16:19,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LckobLVJV5w70bqwmOJZ2WA,en
いさまれ,Hah?,I can't sign in,はっ？,サインインできない,1.00,JP,2.38,2020-06-29T11:13:27,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LHZh-1kFlU5JAUwvrYIwUgw,ja
yapmaya çalışmışlar birşeylet,What is this,"I can't use it, it gives some kind of constant error",Bu ne,Kullanamıyorum bir türlü sürekli hata veriyor bu kadar kısıtlama olamaz,1.00,TR,2.38,2020-06-29T05:52:17,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LsxGBGCLhouVCSaCP_EVWcw,tr
怎么分享微信,You can’t use it,"Statistics for more than a week, when I was about to summarize, told me that I am sorry, the problem can not be opened, what garbage software? There is no sign? Sorry for what use?",用着用着就不能用了,统计了一个多星期的数据，正要汇总时，告诉我很抱歉，出现问题无法打开了，什么垃圾软件？没有一点预兆？抱歉有什么用？,1.00,CN,2.38,2020-06-28T02:40:39,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LLl8-mr3iaYct7XcQr1Fecw,zh
natsu＊natsu,I can not log in,"Even if I enter the address, I can not log in, the page when it can not be stopped does not work, and when I try to register newly, this email address is used.
It is said that.
Help page is useless.
There is no link to go further.
Are you motivated?",ログインできません,"アドレスを入れてもログインできず、出来ない場合のページも動かず、新しく登録しようとすると、このメールアドレスは使われています。
と言われます。
ヘルプページは役に立たず。
その先に行くリンクもない。
やる気あるんか。",1.00,JP,2.38,2020-06-27T15:27:03,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LtqPjUKJ-LaQrpCTT9KvFkQ,ja
Crut crut crut,Fix it please,"This last 2 days, i cant open my file from dropbox.. 
 i dont use microsoft cloud because its hard to open on my notebook",Fix it please,"This last 2 days, i cant open my file from dropbox.. 
 i dont use microsoft cloud because its hard to open on my notebook",1.00,ID,2.38,2020-06-27T04:32:22,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382L_ndenvwwwd9ni_GfIR6kUA,en
มณฑิตา 11,Purchased and cannot be used.,Purchased and cannot be used. Deduct money every month,ซื้อแล้ว ใช้งานไม่ได้คะ,ซื้อแล้ว ใช้งานไม่ได้คะ หักเงินทุกเดือน,1.00,TH,2.38,2020-06-26T09:56:58,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LW1nzE1BQXyBgZk35_KJVBw,th
干吗用的干嘛用的,"Can't edit Ha ha, am I using a wps not fragrant",😕 Nothing will be used after opening,不能编辑呵呵，我用个wps不香吗,😕打开之后啥也用不了 删了删了,1.00,CN,2.38,2020-06-26T07:55:52,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382L_sUgJ18dFL14Xy5M6Zum7Q,zh
l.felipeoliveira,Disappointing,"Every time he changes to another application and comes back, he closes the file and has to open it again. Disappointing!",Decepcionante,"Toda vez que muda para um outro aplicativo e volta, ele fecha o arquivo e tem abri-lo de novo. Decepcionante!",1.00,BR,2.38,2020-06-26T00:03:25,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382Lp3s59cZsOgcB1jXDm0v8Og,"pt;gl;es"
KevinR,Pop ups,The reason we all open apps is for us to use the app. We do not open them to constantly rate them any give reviews.,Pop ups,The reason we all open apps is for us to use the app. We do not open them to constantly rate them any give reviews.,1.00,GB,2.38,2020-06-25T23:00:26,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382L3EuGcOlGRhNrTxzm-3MtJw,en
Hüseyin2122,Not without membership,"It requires membership, ie money to make arrangements. It's ridiculous",Üyelik olmadan olmuyor,Düzenleme yapmak için üyelik yani para istiyor. Çok saçma,1.00,TR,2.38,2020-06-25T19:05:50,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LnkeFLDRsTpUhrgMifmuG3A,tr
Hiker Jim,Privacy Settings,Can not disable setting where Excel asks to read my content without a pop up each time the app starts. Very annoying and poor UI.,Privacy Settings,Can not disable setting where Excel asks to read my content without a pop up each time the app starts. Very annoying and poor UI.,1.00,US,2.38,2020-06-25T17:24:10,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LMWK0vthqdVQiKRNmCb_hqA,en
Oyra001,Missing GOAL—seeking option,I would give it a 5-star if it had the much-needed goalseeking function. Can anyone tell me why this is missing from the version available on IPad? Would be much appreciated.,Missing GOAL—seeking option,I would give it a 5-star if it had the much-needed goalseeking function. Can anyone tell me why this is missing from the version available on IPad? Would be much appreciated.,1.00,NO,2.38,2020-06-25T10:04:30,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382L4SfDglF73CzX_5F_7VhXNw,en
djsosotay@me,No thanks for asking✨✨,Warning * might cause depression *,No thanks for asking✨✨,Warning * might cause depression *,1.00,CA,2.38,2020-06-24T21:39:44,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LJCcBryO9vkdDgfqaWgND0Q,en
19933,Not worth it,Nothing close to Excel for PCs.,Not worth it,Nothing close to Excel for PCs.,1.00,US,2.38,2020-06-24T10:18:35,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LjxyPtiWvzAiYLvV4T4e4Ag,en
LucaM1967,Difficult interface and laborious little intuitive,"Working in iOs environment I find excel very laborious
also to work a file I have to turn it into numbers work it and convert it again otherwise I should buy the windows package on my mac only for the files that are sent to me in excel
if it receives an excel file it converts it without purchasing the package",Difficile interfaccia e laborioso poco intuitivo,"Lavorando in ambiente iOs trovo excel molto laborioso 
inoltre per lavorare un file devo trasformarlo in numbers lavorarlo e riconvertirlo altrimenti dovrei acquistare il pacchetto windows sul mio mac solo per i file che mi vengono inviati in excel 
se riceve un file excel lo converte senza acquistare il pacchetto",1.00,IT,2.38,2020-06-24T07:49:26,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LLm2Ii0GJEd6Ln4u884Dqqw,it
你付款发快递机动部队,Can't edit content?,Laughed,不能编辑内容？,笑了,1.00,CN,2.38,2020-06-24T05:52:19,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LacpphJrly9lC92-PIZ_VyQ,zh
ㅋㅋㅋㅋㅎㅎㄹㄹㅎㅎ,Does it make sense to divide freely in inches?,"I'm an iPad Pro user
11 inches paid;;;
The monthly payment amount is too big!
Please adjust!!!!!!!!!!!!!",인치로 유무료 나누는게 말이 됩니까,"아이패드 프로 유저인데
11인치라고 유료;;;
월결제 금액도 너무 크고!
조정해주세요!!!!!!!!!!!!!",1.00,KR,2.38,2020-06-24T01:03:40,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LIU1_gRaCFb5Y8-02fGuFNQ,ko
jaunpy,Sorry,"I've been using Excel for a long time, so I bought Office for Mac and used it for many years.
After updating the Mac OS, I could not use it unless I paid for Office 365, so I stopped using Excel in the future and decided to use a spreadsheet. I'm sorry.",残念,"ずっと Excelを使っていたので、MacにOfficeを購入して長年使っていました。
Mac OSをアップデートしたところ、Office365にお金を払わないと使えないとのことで、Excelを、今後は使うのをやめて、スプレッドシートを使うことにしました。残念です。",1.00,JP,2.38,2020-06-22T17:22:01,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LJewtJrnGjeIeIiA1jW0vSQ,ja
♪(*^^)o∀ヾ(＠⌒ー⌒＠)ノ*∀o(^^*)♪,Ah ~,Excel cannot be opened,あー,エクセル開けなくなった,1.00,JP,2.38,2020-06-22T12:23:12,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LhOQrMOpm61mm4gKNJtA_FQ,ja
Dr. Robot [001],Make Excel on iPad OS the same as on Windows 10,"Here we are again, and here I’m saying the same thing with these as usual. I know how hard it is to build these things, but this is just awful. Why are the Office apps so neutered on iPad OS? This platform has so much potential, but apps like this just ruin it. Is this done on purpose? I love Windows 10 and how Office is implemented there, why can we not have the same experience here?
There is no reason.
My 15 year old IBM ThinkPad X41 running Windows 10 1709 with Excel and all the other Office apps flawlessly… beautifully compared to what ever MS is putting out here on iPadOS. It’s really just such a shame. Kind of makes me just want to switch to a Windows based 2 in 1… is that the plan Microsoft?
Where are more than half of the features that are available on the desktop? Don’t you have some unified code base? That’s the only reason I can image these versions being so vastly separate. Make it one!!!
Please fix this, you’re doing such a great job on your own platforms, but here… having no Office apps would be better than this.",Make Excel on iPad OS the same as on Windows 10,"Here we are again, and here I’m saying the same thing with these as usual. I know how hard it is to build these things, but this is just awful. Why are the Office apps so neutered on iPad OS? This platform has so much potential, but apps like this just ruin it. Is this done on purpose? I love Windows 10 and how Office is implemented there, why can we not have the same experience here?
There is no reason.
My 15 year old IBM ThinkPad X41 running Windows 10 1709 with Excel and all the other Office apps flawlessly… beautifully compared to what ever MS is putting out here on iPadOS. It’s really just such a shame. Kind of makes me just want to switch to a Windows based 2 in 1… is that the plan Microsoft?
Where are more than half of the features that are available on the desktop? Don’t you have some unified code base? That’s the only reason I can image these versions being so vastly separate. Make it one!!!
Please fix this, you’re doing such a great job on your own platforms, but here… having no Office apps would be better than this.",1.00,US,2.38,2020-06-22T05:49:42,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382L84Qm_aZbX74-2Ax_gI5VLw,en
Floatsflyer,Miserable app,"I have 30+ years experience using the desktop version of MS Excel on Windows based PCs. Consider myself fairly proficient. iOS version on iPad looks like, but does not function like, Windows desktop version. First, it appears to be web based so there is serious lag time between attempting to make changes and seeing your attempt appear on-screen. Second, I have spent last ten minutes attempting to copy three adjacent cells (two with numbers and third with formula adding them together) then pasting them into several rows directly below them. Highlight the three cells, long press then tap Copy, highlight group of cells below, long press then tap Paste and what happens? Those three Copied cells are not Pasted but instead one cell shows contents of last item (a cell description) I Copied from a website. Tried four times, same result. Very frustrating. Shame on me for expecting a Microsoft app to work well on an Apple operating system. Guess I need to learn how to use Numbers.",Miserable app,"I have 30+ years experience using the desktop version of MS Excel on Windows based PCs. Consider myself fairly proficient. iOS version on iPad looks like, but does not function like, Windows desktop version. First, it appears to be web based so there is serious lag time between attempting to make changes and seeing your attempt appear on-screen. Second, I have spent last ten minutes attempting to copy three adjacent cells (two with numbers and third with formula adding them together) then pasting them into several rows directly below them. Highlight the three cells, long press then tap Copy, highlight group of cells below, long press then tap Paste and what happens? Those three Copied cells are not Pasted but instead one cell shows contents of last item (a cell description) I Copied from a website. Tried four times, same result. Very frustrating. Shame on me for expecting a Microsoft app to work well on an Apple operating system. Guess I need to learn how to use Numbers.",1.00,US,2.38,2020-06-22T00:25:19,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LO1zJiM-GTQ9eYMCio6MJ0g,en
RightOnTarget1,Watered Down.  Not useful.,I needed real Excel.  This version is very emasculated and not useful for serious work.,Watered Down.  Not useful.,I needed real Excel.  This version is very emasculated and not useful for serious work.,1.00,US,2.38,2020-06-21T22:42:30,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LC2jEptjTskSX62WQUwCz8w,en
Mikus42,No keyboard,Double tapping on a cell or long tap and choosing edit DOES NOT bring up the on screen keyboard. Being able to enter data is kind of important. I have screwed around with this for 20 minutes and google and YouTubed to no relief. Uninstalling......,No keyboard,Double tapping on a cell or long tap and choosing edit DOES NOT bring up the on screen keyboard. Being able to enter data is kind of important. I have screwed around with this for 20 minutes and google and YouTubed to no relief. Uninstalling......,1.00,US,2.38,2020-06-21T15:22:20,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382Ljk48Qsv8LN8SIAIsoHlNpw,en
momo7845,Micro$oft is greedy,you are greedy,Micro$oft is greedy,you are greedy,1.00,TH,2.38,2020-06-21T07:18:40,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382L8aNoaZXRGzEnw29QDJZRrA,"en;af;br;nl"
Markus Davidson,Actually unusable,"Why are so many functions missing in Excel for iPad? For example, there is no conditional formatting. I use this function very often. In the meantime, iPads are more powerful than inexpensive laptops with Windows, which runs the desktop version of MS Excel. Accordingly, the iPad MUST have a full Excel, which offers ALL functions of the desktop version. Or also: The desktop version must be FULLY offered for iPadOS. The same also applies to Word, PowerPoint, Outlook, Skype and all other Microsoft programs.",Eigentlich unbrauchbar,"Warum fehlenden in Excel fürs iPad so viele Funktionen? Es gibt zum Beispiel keine Bedingte Formatierung. Diese Funktion benutze ich aber sehr häufig. Mittlerweile sind iPads leistungsstarker als günstige Laptops mit Windows, worauf die Desktop Version von MS Excel läuft. Demnach MUSSS auch aufs das iPad ein vollwertiges Excel kommen, welches ALLE Funktionen der Desktop Version bietet. Oder auch: Die Desktop Version muss VOLLSTÄNDIG für iPadOS angeboten werden. Selbiges gilt auch für Word, PowerPoint, Outlook, Skype und auch alle anderen Microsoft Programme.",1.00,DE,2.38,2020-06-20T10:36:07,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LTCWt_JlXnhHtODE35Vlk0A,de
app not free.bait and switch,Garbage Microsoft downgrades as usual,Garbage Microsoft downgrades as usual,Garbage Microsoft downgrades as usual,Garbage Microsoft downgrades as usual,1.00,US,2.38,2020-06-19T15:34:43,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382L2lnLtrqeS75ljec9ux7kJg,"en;pt;gl;ca;de"
pavel269,The program flies into the furnace!,"Isn't it too dokh .. I go for money, aliens?
And so you are already robbing the whole world, but you also want to read all my documents stored on your server and so that I also pay you for earcaps every month for this?
Well, you are insolent, filthy faces!",Прога летит в топку!,"Не слишком ли дох..я вы ходите денег, прощелыги? 
И так уже весь мир обираете, а ещё хотите читать все мои документы хранящиеся на вашем сервере и чтобы я ещё и платил за это вам ушлёпкам ежемесячно? 
Ну вы и обнаглели, поганые морды!",1.00,RU,2.17,2020-06-19T13:54:45,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382L6cpO__QHRMO6R0BP767nqQ,ru
datastolwn,Rip off,I paid almost $100.00 for it.   Now all my data is gone and they want $7.99 a month.,Rip off,I paid almost $100.00 for it.   Now all my data is gone and they want $7.99 a month.,1.00,CA,2.38,2020-06-19T11:35:47,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382Lq0sQibE-2Fk3X81XAyduBg,en
hligdhdu,This apps TRASH,This apps TRASH,This apps TRASH,This apps TRASH,1.00,AU,2.38,2020-06-19T00:01:46,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LSV0nADBg_oCTtuiPVqmiLg,"en;la"
gfdcggrdxxccf,"If you haven’t downloaded it carefully, you will be charged an annual fee","I originally wanted to use it temporarily, it was particularly inconvenient, it was useless, and I forgot to close the subscription. As a result, I was charged an annual fee of 298, which was very inhumane.",还没下载的慎重下，要扣年费的,原本想临时用一下，特别不方便，没用成，，忘记关闭订阅，结果给我扣了年费298，很不人性化，要下栽的慎重些吧,1.00,CN,2.38,2020-06-18T22:58:34,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382L1p22p6mPOillt0SzGAxofw,zh
KenFalls,They broke it auto save doesn’t work,Nothing more frustrating than the auto save doesn’t work and neither does the save when closing the application you’re working on. So basically if you spend a few hours on a spreadsheet and close it thinking it’s now saved. It’s not. Fix this or I’ll forever leave and finally just go to numbers. Fed up with untested bs from Microsoft!,They broke it auto save doesn’t work,Nothing more frustrating than the auto save doesn’t work and neither does the save when closing the application you’re working on. So basically if you spend a few hours on a spreadsheet and close it thinking it’s now saved. It’s not. Fix this or I’ll forever leave and finally just go to numbers. Fed up with untested bs from Microsoft!,1.00,US,2.38,2020-06-18T19:07:46,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382L_N8uqXuum2No-P9y5Bra7Q,en
